candidate_id,factor,raw_value,normalized_value,weight,score_contribution
C06,cannibalization_resilience,0.994583,0.994172,0.11000000000000003,10.935892000000003
C06,profitability,-1.021572,0.635455,0.13,8.260915
C06,delivery_confidence,0.7088018253571466,0.553856,0.05000000000000001,2.7692800000000006
C02,market_potential,169.162,0.855831,0.22999999999999993,19.684112999999996
C02,accessibility,248963.95999999996,0.803682,0.1500000000000002,12.055230000000016
C02,commercial_attraction,1.0604361923546182,0.747835,0.11000000000000003,8.226185000000003
C02,white_space,585091.5270577453,0.232922,0.12000000000000001,2.7950640000000004
C02,cost_efficiency,0.024477227611291834,0.626951,0.10000000000000002,6.269510000000002
C02,cannibalization_resilience,0.998311,0.998183,0.11000000000000003,10.980013000000003
C02,profitability,-0.534856,0.783732,0.13,10.188516
C02,delivery_confidence,0.6966871650351033,0.517763,0.05000000000000001,2.5888150000000003
C20,market_potential,162.885,0.798654,0.22999999999999993,18.369041999999993
C20,accessibility,215699.6,0.689519,0.1500000000000002,10.342785000000013
C20,commercial_attraction,0.746595839232435,0.358704,0.11000000000000003,3.9457440000000013
C20,white_space,2347810.6722935154,0.988406,0.12000000000000001,11.860872000000002
C20,cost_efficiency,0.023906858877812045,0.547965,0.10000000000000002,5.479650000000001
C20,cannibalization_resilience,0.999563,0.99953,0.11000000000000003,10.994830000000002
C20,profitability,-0.75679,0.716121,0.13,9.309573
C20,delivery_confidence,0.6833905604702628,0.478148,0.05000000000000001,2.3907400000000005
C09,market_potential,184.896,0.999153,0.22999999999999993,22.98051899999999
C09,accessibility,303818.6,0.991942,0.1500000000000002,14.879130000000018
C09,commercial_attraction,1.0872068673687634,0.781028,0.11000000000000003,8.591308000000001
C09,white_space,281209.03488452296,0.102681,0.12000000000000001,1.232172
C09,cost_efficiency,0.023315104807224884,0.466017,0.10000000000000002,4.660170000000001
C09,cannibalization_resilience,0.545276,0.510747,0.11000000000000003,5.618217000000001
C09,profitability,-0.414335,0.820449,0.13,10.665837
C09,delivery_confidence,0.7844618155268921,0.779269,0.05000000000000001,3.896345
C10,market_potential,184.989,1.0,0.22999999999999993,22.999999999999993
C10,accessibility,306166.4,1.0,0.1500000000000002,15.00000000000002
C10,commercial_attraction,0.6496448398875935,0.238495,0.11000000000000003,2.623445000000001
C10,white_space,966046.6225353964,0.396196,0.12000000000000001,4.754352000000001
C10,cost_efficiency,0.023600657986344656,0.505561,0.10000000000000002,5.0556100000000015
C10,cannibalization_resilience,0.913054,0.906452,0.11000000000000003,9.970972000000003
C10,profitability,-0.343842,0.841925,0.13,10.945025000000001
C10,delivery_confidence,0.5884377723735409,0.195256,0.05000000000000001,0.9762800000000003
C16,market_potential,184.949,0.999636,0.22999999999999993,22.99162799999999
C16,accessibility,304609.27999999997,0.994656,0.1500000000000002,14.919840000000018
C16,commercial_attraction,0.906793182741591,0.557333,0.11000000000000003,6.130663000000001
C16,white_space,907747.7955921524,0.371209,0.12000000000000001,4.454508000000001
C16,cost_efficiency,0.02111219017860913,0.160953,0.10000000000000002,1.6095300000000003
C16,cannibalization_resilience,0.687557,0.663832,0.11000000000000003,7.302152000000002
C16,profitability,-0.887518,0.676294,0.13,8.791822
C16,delivery_confidence,0.6986149104314641,0.523506,0.05000000000000001,2.6175300000000004
C14,market_potential,183.238,0.98405,0.22999999999999993,22.633149999999993
C14,accessibility,286411.39999999997,0.932201,0.1500000000000002,13.983015000000018
C14,commercial_attraction,1.1512011312402912,0.860375,0.11000000000000003,9.464125000000003
C14,white_space,203109.15581206355,0.069208,0.12000000000000001,0.8304960000000002
C14,cost_efficiency,0.02107725869173455,0.156116,0.10000000000000002,1.5611600000000003
C14,cannibalization_resilience,0.779567,0.762829,0.11000000000000003,8.391119000000003
C14,profitability,-0.899513,0.67264,0.13,8.74432
C14,delivery_confidence,0.6634494414372302,0.418738,0.05000000000000001,2.0936900000000005
C13,market_potential,175.512,0.913674,0.22999999999999993,21.014501999999993
C13,accessibility,257391.84,0.832606,0.1500000000000002,12.489090000000015
C13,commercial_attraction,1.0441310464968052,0.727619,0.11000000000000003,8.003809000000002
C13,white_space,175849.7473514695,0.057525,0.12000000000000001,0.6903
C13,cost_efficiency,0.024734628356025294,0.662596,0.10000000000000002,6.625960000000002
C13,cannibalization_resilience,0.32113899999999995,0.269591,0.11000000000000003,2.965501000000001
C13,profitability,-0.357912,0.837638,0.13,10.889294000000001
C13,delivery_confidence,0.807386854970125,0.84757,0.05000000000000001,4.237850000000002
C23,market_potential,147.353,0.657172,0.22999999999999993,15.114955999999996
C23,accessibility,182050.0,0.574034,0.1500000000000002,8.610510000000012
C23,commercial_attraction,0.6346515461192643,0.219904,0.11000000000000003,2.4189440000000006
C23,white_space,1467150.9584523481,0.610964,0.12000000000000001,7.331567999999999
C23,cost_efficiency,0.023727916724503466,0.523185,0.10000000000000002,5.231850000000001
C23,cannibalization_resilience,0.994633,0.994225,0.11000000000000003,10.936475000000003
C23,profitability,-1.244567,0.56752,0.13,7.377760000000001
C23,delivery_confidence,0.5228999655127305,0.0,0.05000000000000001,0.0
C11,market_potential,158.43,0.758073,0.22999999999999993,17.435678999999997
C11,accessibility,227712.75999999998,0.730748,0.1500000000000002,10.961220000000013
C11,commercial_attraction,1.1657837585288802,0.878456,0.11000000000000003,9.663016000000002
C11,white_space,41630.86320222488,0.0,0.12000000000000001,0.0
C11,cost_efficiency,0.02379881434306943,0.533003,0.10000000000000002,5.330030000000001
C11,cannibalization_resilience,0.07057400000000003,0.0,0.11000000000000003,0.0
C11,profitability,-0.975274,0.64956,0.13,8.444280000000001
C11,delivery_confidence,0.7525240992516385,0.684118,0.05000000000000001,3.4205900000000002
C19,market_potential,127.413,0.475538,0.22999999999999993,10.937373999999997
C19,accessibility,132611.12,0.404361,0.1500000000000002,6.065415000000008
C19,commercial_attraction,0.5430736625887319,0.106357,0.11000000000000003,1.1699270000000004
C19,white_space,1143459.3803595197,0.472233,0.12000000000000001,5.666796000000001
C19,cost_efficiency,0.02717107041790465,1.0,0.10000000000000002,10.000000000000002
C19,cannibalization_resilience,0.997706,0.997532,0.11000000000000003,10.972852000000003
C19,profitability,-1.118437,0.605945,0.13,7.877284999999999
C19,delivery_confidence,0.6709252151462994,0.441011,0.05000000000000001,2.205055
C08,market_potential,158.843,0.761835,0.22999999999999993,17.522204999999996
C08,accessibility,206868.16,0.65921,0.1500000000000002,9.888150000000012
C08,commercial_attraction,0.6240814835396735,0.206799,0.11000000000000003,2.2747890000000006
C08,white_space,628812.6368292834,0.25166,0.12000000000000001,3.0199200000000004
C08,cost_efficiency,0.01994992568652682,0.0,0.10000000000000002,0.0
C08,cannibalization_resilience,0.980528,0.979049,0.11000000000000003,10.769539000000002
C08,profitability,-1.700585,0.428594,0.13,5.571721999999999
C08,delivery_confidence,0.7147051966552396,0.571444,0.05000000000000001,2.8572200000000003
C21,market_potential,104.834,0.269865,0.22999999999999993,6.2068949999999985
C21,accessibility,83461.95999999999,0.235682,0.1500000000000002,3.5352300000000043
C21,commercial_attraction,0.6126918813270623,0.192677,0.11000000000000003,2.1194470000000005
C21,white_space,1884177.021712905,0.789697,0.12000000000000001,9.476364
C21,cost_efficiency,0.02676709681391247,0.944057,0.10000000000000002,9.440570000000003
C21,cannibalization_resilience,0.999623,0.999594,0.11000000000000003,10.995534000000003
C21,profitability,-1.931784,0.35816,0.13,4.65608
C21,delivery_confidence,0.7481480110959908,0.67108,0.05000000000000001,3.355400000000001
C12,market_potential,135.997,0.55373,0.22999999999999993,12.735789999999996
C12,accessibility,155176.4,0.481805,0.1500000000000002,7.227075000000009
C12,commercial_attraction,1.1812766417980654,0.897666,0.11000000000000003,9.874326000000003
C12,white_space,72536.75156979429,0.013246,0.12000000000000001,0.15895200000000004
C12,cost_efficiency,0.022719037076332556,0.383473,0.10000000000000002,3.834730000000001
C12,cannibalization_resilience,0.14980000000000004,0.085242,0.11000000000000003,0.9376620000000002
C12,profitability,-1.710486,0.425578,0.13,5.532514
C12,delivery_confidence,0.5835789650360964,0.180781,0.05000000000000001,0.9039050000000002
C22,market_potential,75.208,0.0,0.22999999999999993,0.0
C22,accessibility,14789.88,0.0,0.1500000000000002,0.0
C22,commercial_attraction,0.45729509851170835,0.0,0.11000000000000003,0.0
C22,white_space,176166.81200000003,0.057661,0.12000000000000001,0.6919320000000001
C22,cost_efficiency,0.023041687020156864,0.428154,0.10000000000000002,4.281540000000001
C22,cannibalization_resilience,1.0,1.0,0.11000000000000003,11.000000000000004
C22,profitability,-3.107432,0.0,0.13,0.0
C22,delivery_confidence,0.7092584293012382,0.555216,0.05000000000000001,2.7760800000000008
