candidate_id,feature,feature_value,shap_contribution_try_m,direction
C05,poi_density_2km,26.0,0.026741692149351848,positive
C05,competitor_density_3km,3.0,0.6047400908742696,positive
C05,rent_try_sqm_month,2256.99,0.0248687767265177,positive
C05,cannibalization_risk,0.609962,-0.8834716539051229,negative
C05,walkability_index,0.917928,3.1153374393589113,positive
C06,accessible_pop_drive_10,389561.0,17.394472732332463,positive
C06,income_index,127.151,0.10819098240976874,positive
C06,commercial_index,0.837541,-0.026577395567272802,negative
C06,transit_index,0.797399,0.23218816597332825,positive
C06,poi_density_2km,23.0,0.10901865833930297,positive
C06,competitor_density_3km,2.0,0.7619551189633574,positive
C06,rent_try_sqm_month,2083.11,0.0004674807035154622,positive
C06,cannibalization_risk,0.005417,-1.2251856705909032,negative
C06,walkability_index,0.919633,3.2202020675725556,positive
C07,accessible_pop_drive_10,405849.0,17.66506136503901,positive
C07,income_index,137.757,0.14236327034063295,positive
C07,commercial_index,0.915623,-0.0014119331887102885,negative
C07,transit_index,0.900091,0.2248023042448304,positive
C07,poi_density_2km,10.0,0.09061845443299485,positive
C07,competitor_density_3km,1.0,0.7110120723270962,positive
C07,rent_try_sqm_month,2258.47,0.012816561741207249,positive
C07,cannibalization_risk,0.348754,0.17725385522690237,positive
C07,walkability_index,0.923496,3.1348794650612204,positive
C08,accessible_pop_drive_10,271395.0,-8.331227096894532,negative
C08,income_index,140.647,0.3787160088790399,positive
C08,commercial_index,0.929034,-0.038971995811662635,negative
C08,transit_index,0.918559,0.22314076758081616,positive
C08,poi_density_2km,0.0,-0.08172559794527312,negative
C08,competitor_density_3km,0.0,0.47446451478441243,positive
C08,rent_try_sqm_month,2311.65,0.010248875820259684,positive
C08,cannibalization_risk,0.019472,0.6037486683700841,positive
C08,walkability_index,0.892777,2.817425719621601,positive
C09,accessible_pop_drive_10,404165.0,17.658766469993033,positive
C09,income_index,134.758,0.12555846640193258,positive
C09,commercial_index,0.904284,-0.012823338611088619,negative
C09,transit_index,0.884784,0.22281535155683319,positive
C09,poi_density_2km,12.0,0.09078140886941446,positive
C09,competitor_density_3km,1.0,0.7261576800907524,positive
C09,rent_try_sqm_month,2205.94,0.023069251247567233,positive
C09,cannibalization_risk,0.454724,0.13688989667119056,positive
C09,walkability_index,0.911707,3.1380146684179535,positive
C10,accessible_pop_drive_10,406706.0,17.613547794127552,positive
C10,income_index,135.86,0.13799207525514756,positive
C10,commercial_index,0.907677,-0.00882175927751988,negative
C10,transit_index,0.887706,0.21673504024061863,positive
C10,poi_density_2km,0.0,-0.07418994071526203,negative
C10,competitor_density_3km,0.0,0.7949787814337881,positive
C10,rent_try_sqm_month,2233.48,0.028345101776744906,positive
C10,cannibalization_risk,0.086946,0.3088554886995077,positive
C10,walkability_index,0.922562,3.18437829752948,positive
C11,accessible_pop_drive_10,298331.0,-4.751550738172399,negative
C11,income_index,129.715,0.06847774296241477,positive
C11,commercial_index,0.871878,-0.13175779408372315,negative
C11,transit_index,0.833509,0.0953139638756292,positive
C11,poi_density_2km,28.0,-0.15941693847770375,negative
C11,competitor_density_3km,6.0,-0.7981573246303135,negative
C11,rent_try_sqm_month,2122.01,0.035353682767238485,positive
C11,cannibalization_risk,0.929426,-1.3598304246100186,negative
C11,walkability_index,0.904201,2.6448847171749588,positive
C12,accessible_pop_drive_10,205309.0,-30.74358150368032,negative
C12,income_index,132.482,0.20464274369007837,positive
C12,commercial_index,0.887833,0.051512392148312755,positive
C12,transit_index,0.857966,0.3099421576950968,positive
C12,poi_density_2km,28.0,0.12491234165473251,positive
C12,competitor_density_3km,4.0,0.08962331252535209,positive
C12,rent_try_sqm_month,2161.17,0.04754952107114036,positive
C12,cannibalization_risk,0.8502,-0.5337639132935493,negative
C12,walkability_index,0.904308,3.6595722220775766,positive
C13,accessible_pop_drive_10,339585.0,9.839677500462981,positive
C13,income_index,129.197,0.0629855126356078,positive
C13,commercial_index,0.871725,-0.06855323330189428,negative
C13,transit_index,0.822108,0.21055396055769438,positive
C13,poi_density_2km,12.0,0.3827677533277992,positive
C13,competitor_density_3km,2.0,0.4427425826494972,positive
C13,rent_try_sqm_month,2171.43,-0.04344906404127535,negative
C13,cannibalization_risk,0.678861,-0.7821182240096937,negative
C13,walkability_index,0.942925,2.6804612481689762,positive
C14,accessible_pop_drive_10,379342.0,16.836796566648154,positive
C14,income_index,126.536,-0.002240555602846736,negative
C14,commercial_index,0.853077,-0.01854998312731474,negative
C14,transit_index,0.794621,0.14738559264334108,positive
C14,poi_density_2km,17.0,0.1463807927156677,positive
C14,competitor_density_3km,5.0,0.20744182441358971,positive
C14,rent_try_sqm_month,2145.14,0.006232091816949595,positive
C14,cannibalization_risk,0.220433,0.18911534140353792,positive
C14,walkability_index,0.954051,2.9387411069219094,positive
C15,accessible_pop_drive_10,345124.0,11.007300358078115,positive
C15,income_index,122.029,-0.0924922515816603,negative
C15,commercial_index,0.817975,-0.0012114698306818212,negative
C15,transit_index,0.755122,0.19469960253633148,positive
C15,poi_density_2km,5.0,-0.019597253504483294,negative
C15,competitor_density_3km,1.0,0.8731178832355967,positive
C15,rent_try_sqm_month,2037.69,0.047360169126119754,positive
C15,cannibalization_risk,0.023205,-0.30153202145495595,negative
C15,walkability_index,0.930248,3.0591226602593724,positive
C16,accessible_pop_drive_10,404863.0,17.71451681099753,positive
C16,income_index,129.545,0.04733591616927146,positive
C16,commercial_index,0.874491,-0.015637021856052966,negative
C16,transit_index,0.829331,0.1505897418509117,positive
C16,poi_density_2km,4.0,0.04911360550562853,positive
C16,competitor_density_3km,0.0,0.8363815265569586,positive
C16,rent_try_sqm_month,2153.7,0.012851515513430221,positive
C16,cannibalization_risk,0.312443,0.20696354119793384,positive
C16,walkability_index,0.925797,3.16057254217484,positive
C17,accessible_pop_drive_10,397428.0,17.317948752795452,positive
C17,income_index,119.596,-0.17972775857570017,negative
C17,commercial_index,0.804829,-0.024252282599491776,negative
C17,transit_index,0.745934,-0.07489504695506034,negative
C17,poi_density_2km,18.0,0.10430545427276304,positive
C17,competitor_density_3km,4.0,0.3926745465452338,positive
C17,rent_try_sqm_month,1935.49,-0.039005468073299944,negative
C17,cannibalization_risk,0.02556,-1.290683395509565,negative
C17,walkability_index,0.880286,3.1896480971525727,positive
C18,accessible_pop_drive_10,379553.0,16.720722352662904,positive
C18,income_index,120.826,-0.15055843184891865,negative
C18,commercial_index,0.813643,-0.009545014914613768,negative
C18,transit_index,0.74846,-0.04349400791590877,negative
C18,poi_density_2km,2.0,0.1060334170182754,positive
C18,competitor_density_3km,0.0,1.0369518794283579,positive
C18,rent_try_sqm_month,2013.5,0.007794234687190966,positive
C18,cannibalization_risk,0.018037,-1.360441139134847,negative
C18,walkability_index,0.922846,3.225943250931194,positive
C19,accessible_pop_drive_10,176514.0,-29.627831777374524,negative
C19,income_index,116.32,-0.26591742077758207,negative
C19,commercial_index,0.771287,-0.05760300167667145,negative
C19,transit_index,0.704129,-0.5447235846518907,negative
C19,poi_density_2km,0.0,-0.15449597554587305,negative
C19,competitor_density_3km,0.0,0.3378245843854528,positive
C19,rent_try_sqm_month,1887.21,-0.037616135637173656,negative
C19,cannibalization_risk,0.002294,-0.6110842189182808,negative
C19,walkability_index,0.642932,-4.412406139961137,negative
C20,accessible_pop_drive_10,286548.0,-1.4189181167804017,negative
C20,income_index,117.421,-0.30690960215460256,negative
C20,commercial_index,0.800544,0.08089664637805352,positive
C20,transit_index,0.689529,-0.510658225740547,negative
C20,poi_density_2km,1.0,0.09240045529049457,positive
C20,competitor_density_3km,0.0,0.5585704711429229,positive
C20,rent_try_sqm_month,1943.77,-0.03793966607246512,negative
C20,cannibalization_risk,0.000437,0.23547215663435755,positive
C20,walkability_index,0.78863,1.4054958870880678,positive
C21,accessible_pop_drive_10,112734.0,-50.646308039814,negative
C21,income_index,125.897,0.14256225721626975,positive
C21,commercial_index,0.811971,-0.14222845276282556,negative
C21,transit_index,0.767082,0.2830592634888388,positive
C21,poi_density_2km,0.0,-0.16045671010966472,negative
C21,competitor_density_3km,0.0,0.3398302250690087,positive
C21,rent_try_sqm_month,2086.08,-0.045514536514300305,negative
C21,cannibalization_risk,0.000377,-0.7884694898885728,negative
C21,walkability_index,0.564545,-6.935676335659843,negative
C22,accessible_pop_drive_10,19866.0,-68.37790382306571,negative
C22,income_index,120.751,-0.14609452475379095,negative
C22,commercial_index,0.775618,-0.054988745939526414,negative
C22,transit_index,0.693113,-0.6719933219503794,negative
C22,poi_density_2km,0.0,-0.17840035109655783,negative
C22,competitor_density_3km,0.0,0.33847275057096354,positive
C22,rent_try_sqm_month,1925.65,-0.08459539590149916,negative
C22,cannibalization_risk,0.0,-1.0987205204590216,negative
C22,walkability_index,0.385803,-17.304370050234553,negative
C23,accessible_pop_drive_10,243139.0,-10.374719136520683,negative
C23,income_index,131.756,0.18560389602881028,positive
C23,commercial_index,0.857559,-0.12852196081686132,negative
C23,transit_index,0.836918,-0.025209495019462593,negative
C23,poi_density_2km,0.0,-0.14792619324548428,negative
C23,competitor_density_3km,0.0,0.3576088960006425,positive
C23,rent_try_sqm_month,2128.88,-0.10051567740962843,negative
C23,cannibalization_risk,0.005367,-0.030204103342647233,negative
C23,walkability_index,0.716488,-5.1695420779463035,negative
C24,accessible_pop_drive_10,396396.0,17.406748726362398,positive
C24,income_index,130.78,0.13768467976350568,positive
C24,commercial_index,0.87734,-0.002705160572674814,negative
C24,transit_index,0.830637,0.25325916980889757,positive
C24,poi_density_2km,9.0,0.14101920824132766,positive
C24,competitor_density_3km,4.0,0.4143138640541885,positive
C24,rent_try_sqm_month,2209.5,0.031111743617880838,positive
C24,cannibalization_risk,0.010471,-1.1575905860771953,negative
C24,walkability_index,0.95742,3.096725033951708,positive
